review_id,document,topic
1809,interesting perspective of hong kong from the philippiness point of view,-1
1810,"never mind the sloppy hetero romance narrative but the way this film represents filipino domestic workers in hong kong felt so joyous despite labor conditions, alienation, the brutal reality of capitalism that permeates the lives of domestic workers theres a warmth and dignity in how theyre represented the pageant scene is probably my favoritecomedic beauty pageants are such a huge part of filipino culture lmao, and its easily the funniest part of the film sure, the film softens some of the grittier truths about working in the care sector, but theres still enough nuance here it gives well deserved visibility to women ofws in mainstream ph cinema also, the kathryn alden pairing slaps",2
1812,"a good film but overly cliched in parts alden richards some of the dialogue has me wincing and thinking to myself, who talks like this kathryn bernardo is the stand out of the film joy feels like a real person, like someone i might already know i do feel like alden richards was slightly miscast i learned a lot about the ofw experience just by watching the film, and that aspect of the movie seems to be firmly grounded in reality",3
1813,si joross gamboa ang nick fury ng cathy garcia molina cinematic universe,0
1814,the parts of the movie that were done well were the scenes dealing with the ofw experience in hk specifically dhs,-1
1815,"works a lot better as a good ofw story than a romance one this movie does a great job of showing a grounded depiction of the struggles of filipinos working abroad, albeit the cheesy, overbearing and overpresent musical score and the obnoxious sound mixing whenever that cringey moira dela torre usong usong nasally hippie pacool voice song i love the band part of that song though gets played super loudly every five minutes i was surprisingly riveted by the first part but then it lost steam in the middle i didn't feel the romance between the characters of alden and kathryn that much, but i commend their performances it's good that it didn't have the conventional happy they got together or got engaged or married ending",2
1816,"but this one, the highest grossing philippine film of all time, was the exception i'm really glad that i have finally seen this it was truly heartfelt and emotional well, i guess for me 'cause when you grew up with overseas working parents and became the guardian of your 4 younger siblings at the age of 14, and now that you're an ofw yourself, you just know you get to empathize with the plight of the ofws, and as you get fully immersed with joy's character, you can no longer stop crying i so love kathryn bernardo, so yes i actually plan to study for a master's degree soon, so i'm starting to write a concept paper regarding the situations of the ofws here exploring their social conditions, and the stigmas and prejudices they are being confronted but if things won't turn out the way i want it to be, at least i get to do something really fulfilling on my part pano naman ako i love you all but, what about me you can call me ambitious, but i have dreams bigger than this",2
1817,"a perfect example of a movie created with the most generic formula in philippine romance cinema, but actually works for me, the story works because it leaned in the struggles of reality rather than the idealistic world of most of star cinema movies kathryn bernardo carries this movie on her shoulders with a very authentic performance her best scene is in the train where, after seeing her insensitive mom and a depressing conversation with her dad, she sees her...",2
1818,"that first sequence i have been converted kath b is soo good here choices are for the rich maybe not the most original, not the most exciting but a worthwhile watch anyway",1
1819,always nice to watch a heartwarming story once in a while,-1
1820,"in an interstellar burst, i am back to save the universe",-1
1821,"i do not have strong feelings for or against this movie i thought it was good while i was watching it, but totally forgot about it the next day some good moments like joy's character, struggle and resolution, the pageant sequence, maricel laxa's scene, the opening montage, and probably the casting of ethan's family but has to be one of the more satisfying star cinema endings in a while, so that left a good taste in my mouth",-1
1822,i cried a lot loved it all,-1
1823,"at first i thought it was just because i wasn't used to kathryn not having daniel as her partner in a film, but later on i realized that it was because i hated how half of the dialogue was overly cliche especially alden's parts in a way it felt like i was reading one of those funny crush memes on fb lol what really carried this for me were the very realistic scenes showing what ofws really go through, including the family struggles also props to the main protagonists' friends for the comedic reliefs 5 in my rating was for a cinematography",3
1824,"a very touching movie about everything that's happening in real life sacrifices, responsibilities, self love and relationships simply one of the beautiful romantic movie of the year chemistry dua aktor utamanya gilak",-1
1825,"kathryn bernardo and alden richards, troopers of this pinoy rom com industry, churn out career best performances held by their own individual wits and charms, and not by whatever makes this weird fish out of water out of country plot ticks, which at times does seem to be some oddly manipulative crushing stalking maneuvers on ethan's behalf but as an immigration emigration story goes, hello, love goodbye weaves around its complexities more deftly than most love overcomes displacement, but it doesn't vanquish it, even in the most heart stricken princess stories",-1
1826,"leave to pursue your dreams, or stay for the love of your life this is the question that hello, love, goodbye asks us this latest offering from cathy garcia molina, best known for her filipino romantic comedies, is set in hong kong molina sheds light on the experiences of filipinos working overseas by following the story of joy and ethan, two overseas filipino workers ofws we see their lives unfold through the eyes of joy, a hardworking domestic helper whos trying to save money to move to canada as a nurse, and ethan, a bartender trying to find his motivation in life hello, love, goodbye stars two of the philippines biggest names from the two of the biggest loveteamskathryn bernardo from kathniel and alden richards from aldub whats also surprising is that bernado and richards are from rival television networks in the philippines, its common for actors to be signed to one network exclusively their performance in hello, love, goodbye proves that once in a while, it doesnt hurt to break out of your loveteam to grow as an artist in hello love, goodbye, bernado graduates from her teen roles and blossoms into a dramatic actressa total transformation from her child acting daysin a tour de force performance richards rises to the challenge and exhibits his versatility as an actor, proving why hes one of the countrys matinee idols to get into their roles, bernardo was separated from the cast to better empathize with joys feelings of isolation after just a week of filming in hong kong, she wanted to go back to the philippines richards, on the other hand, lost almost 25 kg to play ethan molina is notorious for her strictness with the artists that she works withbut its paid off as they are all household names, and her films have been blockbuster hits hello, love, goodbyes story is not new, yet it provides us with a unique perspective of the realities of being an overseas worker the film tears away the layers of the ofw experience with sheer intensity shifting away from showing the employee employer relationship found in other films about ofws, molina brings her focus to the ofws themselves, and their families back home read the full review here https www",7
1828,"i love the sincere portrayal of the specific ofw experience of domestic helpers in hong kong the romance wasn't new ground, but still relatively mature within filipino sensibilities but the nail in the coffin for this film the emotion wouldn't stop flowing as i thought about my tita whos life pretty closely to joy's where she came to america as a worker to work to send money back to her family and then fell in love the movie leans in to the novela aspect just enough while keeping its feet on the ground but the real star here is kathryn bernado who soars in this movie she is a star",2
1829,good soundtrack,-1
1830,"hello, lovedo you remember when i told you to watch the trailer of this you said that their story are like ours, but it will be much better because we can decide the ending my friend even told me that we should see this because she was reminded about us now i get it to be perfectly honest, what we did was a gamble i was supposed to transfer my love letter to you in a scented paper we were supposed to see each other tomorrow i was about to post a picture about us on instagram i was supposed to introduce you to my family and friends ethan of my life, i told you multiple times that i wasn't ready, but you keep on and i let my guards down i told you many times that we can't, but you made it seem possible i told you that i am going away and that, you're willing to give up everything for me i told you that you cannot make me choose about you and my career, but i was going to tell you that maybe i can compromise however, you didn't i think we both knew that we are both throwing away our lives to the uncertainty of us you said, let's give it a try and take a risk little did you know that i've already given a part of me for you i'm not mad i promise i've seen and heard those before i thought maybe this time, it'll work hands down, it didn't thank god it didn't i'm trying to be happy now even though i'm still hurting i just wish that we shouldn't have made those plans together because it is true when i told you that you make me happy and that everything will make sense with you i'm sorry if i have ever hurted you if my friends would ask me, i will tell them that i did not regret meeting you because you deserve all the love i will pray for your happiness and health i hope you're not skipping meals or burning out too much from work i also hope you get yourself checked and lastly, he misses you so much please, love i love you love, joy",7
1831,"10 minutes into the film and i am already teary eyed hello, love, goodbye is the film that is sure to be successful it stars actors that has a huge fan base and the storyline is centered on love especially, cathy garcia molina was directing it one more chance 2019, i feel like but, its different the film made sure to maximize their time abroad by shooting in different locations also, they highlighted it in a way that the scenes are almost always outside the team guaranteed that once the movie is seen, the audiences will be transported to hong kong as well second, aside from love, the movie dwells on the topic of work how ofws work themselves to the bone and how they survive on a day to day basis kakai bautistas role was the most impactful for me as an ofw she might not have as much lines at kathryn bernardos but when she says it, it rings true lastly, the feministic principles of joy, the heroine there might be a trend of feministic heroines on cinema lately like nadine lustres on never not love you but it still is special the way joy was written was phenomenal the dialogue was on point, the justification is there and the way the character grew was understandable her line of how the emptiness inside her will never be filled by romantic love alone was poignant overall, the movie is great as it arises discussion amongst its viewers are you a joy or an ethan",7
1832,"best and favorite kathryn acting performance to date also, the scene where joy and ethan were on the mountaintop overlooking hk and joy tells ethan that she's scared i felt that great ending as well",9
1833,"the story of the film depicts the life of a breadwinner modern world which is joy, struggling over dream, love, and passion that she have these problems are common to be the obstacles of those who has the responsibility of taking part in raising a family where the parents are both unable to in the film, joy has always been determined to help her family out of poverty that she forgot to live her life according to what she needs and what she wants when tested by the time and love, she has no choice but to let go of her personal desires and pursue the goal that she has set for the future of a better life with her beloved parents and siblings in the real world, we don't always get to prioritize ourselves when we have a lot of people counting on us, and during the process of chasing our dreams for them , we missed the moments where we should've live our lives according to our decisions since they will never cross our paths ever again",2
1834,"one of my favorite filipino movie, a story where love is not just what you give to someone but also to yourself marami din naman akong napanuod na movie ng gawang filipino, napaiyak,napatawa,nakarelate and other feeling na pwede pang ma feel dito kasi pinakita ni kathryn na we must never give up on our dreams dahil lang sa nagmahal tayo he gave courage to the other kasi alam niyang para sakanya naman, para sa magiging kinabukasan niya at ng pamilya niya",2
1835,"typical garcia molina flick that boasts a melodramatic script, unabashed with its sappiness i could've enjoyed this more if it weren't for the incessant spoon feeding on the flip side, kudos to kathryn who never fails to reel the audience in with her ability for emotional connection",13
1836,"surprised to see a filipino mainstream movie whose probably main goal was to introduce a new loveteam, and not be about a love story cathy garcia molina is a genius for love team baiting everyone into this movie that shows the sad realities of filipino overseas workers i'm glad my mom made me watch this on a saturday night cos i have gained new hope for the mainstream philippine cinema",2
1837,"i was truly waiting for this and the film really delivered kathryn's performance was on point the story, the cinematography and the cast gave a film that leaves a mark",3
1838,"this film is something that i did not expect so much from i'm a fan of the kathniel tandem simply because they work and it's something that we're pretty sure would be a hit so, when kathryn partnered up with another actor that is not daniel, i admit i was pretty skeptical i've watched a couple of interviews until i finally gave in and watched this movie the film started with an extreme long shot of locations of hong kong",3
1839,aktingnya juga natural,0
1840,"ok lang siya, mostly made me think about the gap between going there as a tourist and being there for menial work the past two trips i've had always made me sad pensive about this, especially when my family wanted to eat in the jollibee sorry in mk and it happened to be on a sunday but i'm now going off on a tangent hereanyhow ty gateway for always screening films even months after the premiere p",-1
1841,bhd discovery,0
1842,not much chemistry between alden and kathryn but love that theyre exploring outside of these caging mechanisms called love teams good acting by kathryn but nothing more than what weve already seen her do the hows of us,3
1844,i kind of loved this its also sort of funny how this is the only time you could really feel the star turn arrival of alden richards despite his present celebrity status greenbelt 3,-1
1845,"but it was even funnier, and more painful the second watch",1
1847,"idk, but some points i can conclude i like the social commentary about the ofws and about joy wanting to reach her dreams so bad there's a scene where i cried just a tear or two bc in that part, joy was venting everything to ethan abt her dreams and wanting to be selfish for once it was well acted, especially by kathryn i think she really peaked with this one without daniel padilla lol it's actually a breath of fresh air for her and for the audience also, i was surprised by alden's acting it was pretty nice actually some parts were really cringy or cheesy but bearable afterall, it's a romance anyway",-1
1848,aligaga,0
1849,may nagbilang ba,0
1850,"didn't expect there was going to be a good chemistry between them at first, i thought they would only look good as siblings but this movie proved me wrong anyways, the movie serves as a window for us to see how the filipino domestic helpers abroad work really hard despite of all the things they left behind their comedic timings are smooth yet made me feel validated it's a millennial love but is pragmatic and not pretentious",2
1851,this really made my feelings go upside down and im still so affected by everything about this film,1
1852,"thankful lang din ako kasi si alden yung naging on screen love interest ni kath, kase mas less cringey sksjsjsj and also joross sobrang cringey nung mga lines nya lol i usually dont have much expectations for cathy garcia molina's films, and also i hate it when a film emotionally blackmails me into liking it, pero this one i really liked",-1
1854,"my professor in introduction to global society class in dlsu just used this film to discuss migration here are some of the points we talked about after viewing the film migration has become less of a choice but a necessity there are different types of migration, such as labor for work and marriage, as shown in the film migration is driven by economic factors there is a cost benefit analysis whenever someone migrates ofws are perceived as well off just because they are in another country underemployment is common there is a certain identity maintained by the filipino diaspora there is always a hope to come back homenay, may uwi po akong broccoli at pansit",2
1855,naappreciate ko yung acting ni kathryn dito more than ever,-1
1856,see how refreshing things get when we shake things around once in a while,0
1857,napanood ko to during theatrical run nakalimutan ko lang i log pero ayun bumalik lang yung galet ko,0
1858,"it's your typical filipino movie scenario where boy meets girl, they fell in love with each other, at the near end of the movie they have this big fight misunderstanding, and in the end, they either make amends and be together or they continue on with their single lives nothing new, the same old same old, recycled love story that has been told numerous times in the past though kathryn and alden were good in this movie, its the story itself that lacks a new perspective",2
1859,"what i love about hello, love, goodbye is its effective portrayal of the hardships and lives of ofws kathryn bernardo is really effective in her role as a selfless domestic helper and i'm surprised that she and alden richards has chemistry onscreen i like the montage in the film's opening sequences and bernardo's opening narration nevertheless, this film is still good but nothing still beats milan when it comes to showcasing ofw hardships and trials abroad claudine was excellent there and i think that it's a masterpiece",7
1860,"however, what made this different is how the story revolves around on dreams and choosing to grow together even when apart from each other at first, i found the alden and kathryn team up quite odd and don't fit well but as the film progress, their chemistry blossoms and the dialogues between grow on you kathryn definitely carried the film and it felt as if alden is the support that completes the film with her the overall heart of the film is pretty much there and makes this stand out from the rest of the star cinema rom coms in the 2010s",3
1861,film drama romantis terbaik tahun 2019 imo most definitely in my top 10 list,-1
1862,"hello, love, goodbyegarcia molina's latestis overstuffed, overscored, and relies too much on unrealistic dialogue to bring its story to life yet i was so smitten by it, like my heart is going to burst at any moment",7
1863,it's so refreshing to see kat with someone other than daniel alden in this movie is a revelation the chemistry of the leads is impeccable i was bawling,3
1864,"best part of the film was the cinematography and how it actually uses hong kong and its streets, buildings etc as a storytelling element and not just promo for the film solid shots and color grading the plot was refreshing considering the generic romcom pinoy film the writing was good but it wouldve been better with less of the cheesy or fanservice type stuff solid acting and interesting and entertaining characters reminded me of kita kita but 10x better",2
1865,"the acting was chefs kiss the score was perfect the screenplay slightly corny but on god would make you tear up i could relate to joy i would, in a heartbeat, choose my dreams for once over a guy who planned it all out for supposedly the both of us",1
1866,"hello, love, goodbye catapulted itself as not only the highest grossing filipino film of 2019, but also of all time unlike previous title holders, this acclaim is well deserved because the film is actually good two overseas filipino workers ofw , joy and ethan, meet in hong kong and fall in love however, joy is planning to leave the city soon to pursue her dreams elsewhere meanwhile, ethan is about to become a permanent resident and is at the cusp of building a long term life there whats most notable about hello, love, goodbye is how it immerses us into the ofw experience the daily hustle, the homesickness, and the impermanence of it all not that the story is any different from anak or sunday beauty queen, but the film managed to go deep into the lives of domestic helpers and hong kong residents with so much authenticity and breadth and then theres the pairing of kathryn bernardo and alden richards, which propels the films dramatic stakes to even greater heights both are completely believable not only as lovers, but also as people trying to make their families proud the films overarching theme of chasing after your own ambition will surely resonate with everyone that being in a relationship doesnt mean that you have the same goals in life and that ambition is a personal thing every once in a while, we get a star cinema film that breaks out of the rom com mold and superficial happy endings i am absolutely floored with how the film ended even more so that they didnt attempt to reverse the goodbye with an after 10 years epilogue",7
1867,"being a filipino working overseas feels suffocating, which this film manages to execute that feeling perfectly thanks to the performances of kathryn bernando and alden richards the reason why people love this film wasn't because of the romantic moments between bernando and richards, but because of how the film depicted the unglamorous life of an ofw",2
1868,"after bringing more misses than hits, it's safe to say that hello, love, goodbye is the film that finally gets cathy garcia molina back on her feet to once again captivate the pinoy cinephile's attention thoroughly as a celebrated contributor to modern philippine cinema with her iconic star cinema features from previous years, she seems to have lost her touch with her being inclined on quantity over quality style of releasing films molina must've listened to the critics because her 2019 offering is quite special for a lot of things all of which make it a solid venture into new horizons for the filmmaker that hopefully, she'll continue to explore to continue an exciting streak of films potentially started by this one if one were to take it a step further, it's also a bold film, really for what it shows and tells to the audience as a mainstream release that makes it slightly unconventional and powerful what makes it so is the strength of the discourse that astonishingly, marvelously overpowers that of the star cinema rom drama formula that molina has always gripped onto it seems to have came at an opportune time, too, considering the state of hong kong during the time of its release which makes it a film of considerable significance that brings enlightenment to a wide audience about the ofw experience overseas the film can work and be enjoyed both ways, and that's really where the magic can be found, tasted, and adored as a social commentary piece about the lives of ofws in hong kong, it's fascinating and moving specially because of how the characters of joy and ethan are written with specificity where the drama is stressed and is made impactful and so, that brings us to the other side of the film that makes the romance that they try to invigorate worth buying into knowing their stories that can pretty much be anyone's looking deeper into those two facets of the film, it seems like everything here works fine and well, and indeed it does that it feels like a charm so unbelievable in how it is conceived though the film may still fall under the trappings of cathy garcia molina's films, such as the sappiness of the romance or the movie like dialogue that takes away an amount of authenticity, they aren't huge hindrances to the film being well formed molina doesn't merely make it all feel like a star vehicle for kathryn bernardo and alden richards after all since there's meat given to the characters they play courtesy of co writers, carmi raymundo and rona co it may be unexpected, but believe it or not, the screenplay of the film is astonishingly rich even if the direction isn't as masterful as one would like it to be the actors really work from that, bringing great stuff for us to commend, absorb, and feel almost even with the flaws resting in it, there's no way for one to not be won over by what this film packs a love letter to ofws not only in hong kong, but all over the world who sacrifice themselves for love in different ways, it rightfully deserves to be seen and embraced as a new classic for the memorability of how it converses, which shows its profound dedication and respect to those it represent onscreen with immense accuracy it's honestly the kind of star cinema film that you'd hope to be made more often tempered, substantial, and resonant a film that knows how to reach its audience in ways that don't feel too compromised and feeble in their attempts",7
1869,sobrang buong buo ung character ni joy at natuwa ako na nabigyan ng highlight din ang struggle ng atin mga kababayan na nagpapakahirap sa ibang bansa sana di lang napwersa yung half baked love story at feeling ko hindi pa din earned ni ethan yung growth na nakuha niya sa huling part ng pelikula,0
1870,"basically, konflik dilema kayak gini udah familiar sejak nonton series on the wings of love dari filipina juga , tema besarnya hampir sama, jadi gak terasa spesial lagi hanya saja, di sini kathryn bernardo unggul dari segala aspek, sedangkan lawan mainnya terasa sulit untuk keep up",2
1871,as of now this is the top grossing box office hit in the philippines and honestly i'm not mad even if it was set in hong kong everything about this film speaks to most filipinos i highly recommend it,2
1872,"this isnt a groundbreaking ofw film, but it is a very specific one, and its truly the details that make it potent along with whats perhaps one of the most fully realised female characters in recent philippine cinema, brought to life by an impressive kathryn bernardo",-1
1873,"isang nakakatuwa at nakakalungkot na pelikula na nakabalot sa isang klasik cliche filipino rom com na tungkol sa buhay ng mga ofw natin na nakabase sa hongkong may magandang mensahe at mga tema na maayos na nailahad simple lang ang istorya girl meets boy tas boy keeps disturbing the girl even if she blatantly rejects him already mejo hindi ko lang natripan yung ilan sa mga katangian sa karater ni alden richards pero overall tingin ko nabawi naman natuto naman siya sa hule at saludo ako sa ending dahil yun ang siyang nararapat at maganda ang sinasabi dito na sa tunay na buhay e hindi magiging perpekto ang lahat at hindi palaging happy ending pero ang pagtanggap natin sa riyalidad na ito ang siyang tama at makabubuti sa atinmahusay na inilarawan dito ang mga pinagdadaanan ng ating mga modernong bayani sa araw araw nila maski sa hirap sa trabaho ginhawa sa piling ng kapwa nila pilipino pagsuko gawa ng lungkot pagsisisi sa mga maling desisyon, pagsasakripisyo nilang dulot ng pagmamahal at sa hindi nawawalang simpleng kaligayahan ng mga pinoyhindi ko alam kung okay ba saken yung pagiging madalas na pagtaglish ng dayalog, siguro mas gusto ko lang na purong pilipino kasi nga pelikulang pilipino to pero dahil ganun din ako madalas magsalita dulot ng kasanayan e madali ko naman tinanggap tsaka nasa ibang bansa sila normal naman na ganon, mas magustuhan ko lang ng konte siguro kung pinanindigan yung pagkapilipino sa ganung pamamaraan magaling ang pagarte ng mga bida lalo na sa mga eksenang dramatik ayos din na ramdam na ramdam ang kemistri nilang dalawa may ilang istorya lang na hindi masyadong nabigyan ng tuon at hindi nabigyan ng magandang konklusyon tingin ko dapat mas binawasan yung mga romantic scenes kapalit ng mga yon pero sino ba naman ako para magsalita tingin ko lang naman yon ang titulo nga naman ng pelikula e hello, love, goodbye alam ko naman kung ano pinasok ko sa pagnuod netosa pangkalahatan e sobrang enjoy naman tingin ko ang pinakapuso ng pelikula ay nasa kanilang mga pamilya at sekondarya lamang ang kanilang pagibigan, isang kwento na karapatdapat na naisapelikula at karapatdapat na maibahagi at mapanood ng marami at yun nga ang nangyaribest moments para saken e yung mga solid na comic relief ng mga side karakters tulad nung mga linyang mader packer ako yung manager dat sakin ka nagpapaalam stuckroom at marami pang iba",0
1874,"ang choice para lang sa may pera choice is only for those who have money it makes me so happy this rom com is the highest grossing filipino film of all time cathy garcia molina obviously knows how to make a rom com filled with the genre's tropes make it sing turning it into a love story between two intergenerational overseas filipino workers in hong kong who are bound by the struggle to survive under late capitalism the sacrifice they made to leave their families for another country to give them better life gives ethan joy's love story more weight poignancy the fact that it mostly shows the usual places filipino domestic workers would go to in hong kong, trying to cram as much details stories about the ofw experience in without torpedoing the plot, holding off on the country's tourist spots until it mattered speaks to its priorities and goddamn this might be alden richard's finest performance yet kathryn bernardo is fucking fantastic someone in the third world cinema club podcast mentioned that it's fascinating to watch this now, since it was shot before the ongoing protests in hong kong it's like a time capsule from the point of view of filipinos with the typical star cinema sheen",2
1875,"typical love story cinema's in philippines are intoxicated with fresh in the sense that kathryn bernardo gets a new screen partner to play with in alden richards and that works out almost for the better, as her and daniel padilla are almost a tired married couple after teaming for so long the story focuses on ofw, filipinos working abroad, here hong kong, and the tough situation they face a they try and build a better life for themselves and their families, and how romance help ease the desperate situation still a pleasant watch",2
1876,'i'm sorry i made you feel you had to apologise just because you have dreams''i will work hard to deserve to be in your future',4
1877,"the right amount of kilig and drama can separate a romantic movie from the rest hello, love, goodbye is a romantic drama that surprisingly doesn't fall prey to the mainstream formulaic love stories we've seen in the past it's not peppered with cliches it's relatable without it trying too hard this love story of ethan and joy is a non toxic relationship that's easy to get behind the hong kong backdrop and the chemistry between the leads made this movie all the better for moviegoers like me who's long given up in the mainstream romance movies the industry has to offer, this is certainly a refreshing treat",7
1878,"i love how the movie give more empowerment for the woman the struggle, the trust, their stress management even the story of her parents journey of her life how she make her own plan for the future how making a choice for ourselves can be a big dream but it is more than that",-1
1879,"hello, love, goodbye is an empathetic and heartfelt tribute for the ofw struggle with strong, immersive performances from alden richards and kathryn bernardo",7
1880,i love you,4
1881,"nagandahan ako sa pelikula nagandahan ako sa cinematography at kulay ng pelikula may feels na mala never not love you meets milan at other ofw related themes itong hlg tailored fit role kay alden ang role niya bilang ethan kaya naman ito ang best performance niya so far sa pelikula sa una, parang miscast si kathryn pero habang tumatagal at nakikipagtagisan ng pag arte kay alden ay lalong parehas silang hindi nagsasapawan kumbaga nagbibigayan isa pang kapansin pansin sa pelikula ay ang supporting actors tulad na lang ni jameson blake matatandaang naging kontrobersyal si jameson dahil sa shout out statement na work of art sa twitter napatunayan naman ni jameson ang galing niya sa 2 cool 2 be 4gotten magaling at bagay siya bilang kapatid ni ethan ganoon din ang mga gumanap na kaibigan ni joy na sila lovely abella, kakai bautista at maymay entrata",0
1883,amc a lista filipino movie where two filipinos living in hong kong meet and fall in love this was more than a typical rom com with alot of the film dealing with how hard it is to be living and working so far from home and family the two leads had great chrmistry very enjoyable,2
1884,i wonder if kathryn bernardo's back hurt from how much she carried this entire film,12
1886,"maganda ang dialogue except dun sa mga english lines sa huling part na medyo parang pilit naniniwala akong kaya namang i twist ang pinoy romcoms natin para magkaroon ng mas malalim na mensahe, and this is proof of that also, ang galing, galing, galing ni kathryn bernardo pero wala pa talagang kaya pumantay sa kanya as a leading man",0
1887,i think it was pretty overhyped but it was a good watch the movie somewhat reminded me of sunday beauty queen because it showed the lives of ofws in hong kong the main character of joy is pretty relatable especially to young people in their 20s who don't really have time for themselves anymore due to their responsibilities and i think this is where the appeal of the film came from i didn't read in to it too much mostly because i think it was pretty straightforward and i really wanted to find out where the appeal came from,-1
1888,"olulise poliitilise taustaga ja pigem meeldivalt ajaga kaasas kaiv romantiline draama komoodia moned asjad jaid hairima tuubi pealetukkivus, kohatine sisutuhi juustusus , aga kui sellest mooda vaadata, siis aega vaart",14
1889,somebody pls tell kathryn that i love her but speaking in a deeper voice isn't the same as taking on mature roles,8
1890,highlights the arduous struggle of ofws their sacrifices to make ends meet for their family i believe this is kathryns most grounded and emotionally demanding character to date alden definitely improved on his acting fresh pairing paid off,3
1891,i cant be your future but i can be your now,4
1892,"i was actually surprised that their tandem worked i was worried at first cause i thought alden was going to be vastly compared to daniel padilla but he really did a great job portraying ethan he surpassed all my expectations he did really well as for kathryn, of course, who wouldn't love kath pretty face and her acting skills was beyond amazing she can make you feel all the emotions she's giving as if you were there with her storywise, i loved the conflicting question whether you will choose commitment and be with someone you truly love or choose to follow your dreams and for once in your life, pick yourself over others it's something that the viewers can relate to dunno what's wrong with me lol i can say that this film is something different compared to other pinoy romantic dramas it was also good that this film informed its viewers about the hardships and struggles every ofw experience just to give back to their loved ones back home",3
1893,kathniel pa rin mga ulol i watched this at sm manila with my bestfriend's ex that i met in omegle lol cute siya mejj retarded nga lang the movie gave light to ofws they are truly the heroes of our generation,0
1894,"sue me, this film talks more than just a love story but showcases struggles and experiences of an overseas filipino workers",2
1895,"pretty decent infairness, nakita na may talent si alden dahil dito at hindi lang puro dimples at pabebe wave ok to",0
1896,galing umarte ni kathryn,10
1897,still that classic filipino cheese with some international spice and flavor plus points for hong kong,-1
1898,"what makes hlg at least bearable for me is that it manages to stay to its core about two lost filipinos who find each other in the space of bustling and vibrant hong kong other than that decent acting, decent editing, i just think a lot of this film is very decent in general still, if you're looking to get cheesy on any given day, i would say give this film a shot",2
1899,"oh don't mind me, i just love movies that remind me i'm truly a hopeless romantic",1
1901,"great story, great acting, great lines, great chemistry",-1
1902,"an outstanding filipino film that tells a tale of love, so pure that it heightens your patience at love, increases your level of understanding and gives you a whole new perspective on the strife between love and career",2
1903,the star is for bringing my brothers n mum tgt to laugh at the cringe dialogue,0
1904,ang ganda at ang sakit plus kathryn and alden has this undeniable chemistry isa ka talagang alamat dir,0
1905,pinoylovequotes dialogue mainstream storyline moira and december avenue 11 10 acting skills by kath and aldenmaaaaam they could've used more songs for the soundtrack bc lowkey moirathemusical,-1
1906,best kathryn bernardo performance i've ever seen on screen officially stanning her alden and kathryn's performance got me squealing with joy great casting love the message of the film so much the plot is fresh to me from typical pinoy romance films i love how they ended the film worth the hype,3
1907,magaling si kathryn dito this might be her best work yet,-1
1908,"infair maganda naman pero mas gusto ko siguro kung mas nag focus na lang sa personal journey ni kathryn, pati na rin sa family aspect ganon lalo na sa sisterly relationship niya with maymay",0
1910,may mga tanong sa loob ko na ako lang ang makakasagot joy,0
1911,"the film is more of joy's story than it is joy and ethan's it presents the overseas workers' plight realistically and acknowledges the differences the romance is only secondary to the main plot, which is joy self actualizing her wants and giving herself a better option in life this film is also kathryn bernardo's strongest performance so far",-1
1912,"i honestly don't miss a kathniel movie whenever it's shown in the cinemas ,, as cliche as it seems, they really act good and it hits that filipino romcom culture that we all grew to love",2
1913,kathryn bernardo ma'am,8
1914,eniwei ang husay pa rin talaga ni kath dito waaaaah plus plus plus yung appeal ni alden,0
1915,"if you like this review i will tell you the context of my experience watching hello, love, goodbye at the cost of my own personal safety",7
1916,"i cried laughing at some of the cheesiest lines here, they were just too much but i was surprised at how moving this story is their love story feels like a la la land imitation, but its given extra layers in its relation to family and immigration its more complex than the average tearjerker aldens performance is hammy as fuck but it saves the movie from insufferable melodrama kathryn bernardo really makes this movie i watched this to laugh but i ended up caring id say if it were 10 15 min shorter, it wouldve felt more efficient with its time gorgeous film though, and worthy of its title as the highest grossing filipino film",-1
1917,ilang beses ko ba mapapanood to haha tama naaaa,0
1918,"ayokong magbring up ng ibang mga movie pero 1 ang galing galing pa rin ni kathryn habang nanonood naalala ko talaga yung barcelona lmao si joy yung parallel universe version ni hindi celine2 sinubukan kong intindihin character ni ethan pero hindi siya gio smith ng never not love you 2018 na kahit unlikeable at papunta na sa selfish mga action, may pinanggagalingan at least si ethan nagkaron ng character development pero ayoko na parehas silang stalker lmao kaylan ba magkakaron nng matinong romance sa opm 3 tbh di ko rin bet si alden bilang love interest for personal reasons na parang ang dami niyang kamuka sa probinsya namin haha dadagdagan ko nalang",0
1919,not going to complain regarding the fact that this is philippiness highest grossing film of all time,2
1920,ang ganda,0
1921,galing ni kathrynkadire si alden,-1
1923,3 stars for kathryn only,-1
1924,"i liked this film, it wasn't bad maganda actually yung story, depicts reality alden's acting is okay, binuhat ni kathryn, again",-1
1925,was disappointed that it was not the kathniel love team we know but alden and kathryns chemistry was good,3
